Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2024,GM,GMX,CHEVROLET,CORVETTE,621RYV2244,2,6.200,RGMXV06.2088,Car,495,8,1,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,5.17,21.8,1,Not eqipped,RGMX10080800,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0366410,0.4540680,488.0260000,0.0132270,0.0011970,0.0145890,0.0002260,18.3,MPG,17.7000000,17.0000000,21.8000000,,2.2858400,1.5834900,0.6767870,32.650,0.78410,0.017140,1.670,0.02280,0.021710,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE,621RYV2244,2,6.200,RGMXV06.2088,Car,495,8,1,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,5.17,21.8,1,Not eqipped,RGMX10080801,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0082170,0.0676040,267.8820000,0.0040200,,0.0055710,,33.3,MPG,,,,,1.9775700,1.4629000,-0.0488140,32.650,0.78410,0.017140,1.670,0.02280,0.021710,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE,621RYV2244,2,6.200,RGMXV06.2088,Car,495,8,1,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,5.17,21.8,1,Not eqipped,RGMX10080802,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0287210,0.2073690,384.3880000,0.0180110,,0.0151050,,23.2,MPG,16.0000000,26.6000000,,,-5.0256600,-2.5150600,-0.5762380,32.650,0.78410,0.017140,1.670,0.02280,0.021710,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE,621RYV2244,2,6.200,RGMXV06.2088,Car,495,8,1,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,5.17,21.8,1,Not eqipped,RGMX10080803,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0239010,0.2145480,555.1450000,0.0169170,,0.0160310,,16.1,MPG,,,,,-0.6255430,-0.5902670,0.1306410,32.650,0.78410,0.017140,1.670,0.02280,0.021710,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE,621RYV2244,2,6.200,RGMXV06.2088,Car,495,8,1,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,5.17,21.8,1,Not eqipped,RGMX10080804,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.2434740,1.5241800,548.5410000,0.0165360,,0.0425380,,16.2,MPG,13.8000000,15.5000000,20.7000000,,1.9318800,1.7557500,0.3698160,35.920,0.86250,0.018850,-7.070,-0.26910,0.025470,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE,621RYV2245,0,6.200,RGMXV06.2088,Car,495,8,1,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,4.89,20.6,1,Not eqipped,RGMX10080805,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0043350,0.0274680,242.1930000,0.0054960,,0.0034870,0.0000150,36.9,MPG,,,,,1.3092600,1.0727000,0.5325490,31.350,0.55780,0.016080,14.360,0.02530,0.018890,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE,621RYV2245,0,6.200,RGMXV06.2088,Car,495,8,1,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,4.89,20.6,1,Not eqipped,RGMX10080806,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0248500,0.1999890,349.7760000,0.0130830,,0.0135060,,25.5,MPG,16.6000000,30.0000000,,,-5.9451900,-2.8719400,-1.1432500,31.350,0.55780,0.016080,14.360,0.02530,0.018890,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE,621RYV2245,0,6.200,RGMXV06.2088,Car,495,8,1,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,4.89,20.6,1,Not eqipped,RGMX10080807,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0413570,0.1369330,509.4860000,0.0212460,,0.0274890,,17.5,MPG,,,,,-0.8033520,-0.7516540,-0.0321870,31.350,0.55780,0.016080,14.360,0.02530,0.018890,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE,621RYV2245,0,6.200,RGMXV06.2088,Car,495,8,1,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,4.89,20.6,1,Not eqipped,RGMX10080808,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.1611400,0.9920130,489.1870000,0.0143350,,0.0280210,,18.2,MPG,15.4000000,17.4000000,23.4000000,,1.2040200,0.9783120,0.3269410,34.490,0.61360,0.017690,1.780,-0.12700,0.021380,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE,621RYV2245,0,6.200,RGMXV06.2088,Car,495,8,1,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,4.89,20.6,1,Not eqipped,RGMX10080809,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0307260,0.3420500,444.5270000,0.0130770,,0.0119480,0.0002770,20.0,MPG,19.4000000,18.6000000,24.2000000,,0.0400660,0.1960980,-0.2731310,31.350,0.55780,0.016080,14.360,0.02530,0.018890,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE E-RAY,621RYV2211,0,6.200,RGMXV06.2093,Car,495,8,1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,5.17,21.3,1,Not eqipped,RGMX10081767,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0438450,0.5613920,464.3990000,0.0145330,,0.0138600,0.0005400,19.2,MPG,18.5000000,17.7000000,22.2000000,18.4000000,1.8648500,1.1588500,0.2965710,42.890,0.59390,0.020280,-9.470,-0.02700,0.021760,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE E-RAY,621RYV2211,0,6.200,RGMXV06.2093,Car,495,8,1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,5.17,21.3,1,Not eqipped,RGMX10081768,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0218540,0.2189740,277.0180000,0.0047650,,0.0121000,0.0086270,32.2,MPG,,,,,1.4402200,1.1483500,0.0383400,42.890,0.59390,0.020280,-9.470,-0.02700,0.021760,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE E-RAY,621RYV2211,0,6.200,RGMXV06.2093,Car,495,8,1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,5.17,21.3,1,Not eqipped,RGMX10081769,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0226390,0.3570190,375.9360000,0.0083720,,0.0130860,,23.7,MPG,16.9000000,26.7000000,,,-0.5330350,-0.0008980,-0.5480580,42.890,0.59390,0.020280,-9.470,-0.02700,0.021760,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE E-RAY,621RYV2211,0,6.200,RGMXV06.2093,Car,495,8,1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,5.17,21.3,1,Not eqipped,RGMX10081770,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.2641710,1.5171000,563.3670000,0.0166150,,0.0375230,,15.8,MPG,13.3000000,15.3000000,19.7000000,,-1.1154100,-0.5471330,-0.1137550,47.180,0.65330,0.022310,-23.420,-0.07070,0.023660,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE E-RAY,621RYV2211,0,6.200,RGMXV06.2093,Car,495,8,1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,5.17,21.3,1,Not eqipped,RGMX10081771,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0207120,0.4334400,568.0300000,0.0105310,,0.0122370,,15.7,MPG,,,,,-0.0133120,-0.0601130,0.3363640,42.890,0.59390,0.020280,-9.470,-0.02700,0.021760,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE E-RAY,621RYV3223,0,6.200,RGMXV06.2093,Car,495,8,1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,5.17,21.3,1,Not eqipped,RGMX10081645,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0440180,0.5573530,457.9420000,0.0107250,,0.0106010,0.0000930,19.4,MPG,18.9000000,17.9000000,22.6000000,18.6000000,-0.9228100,-0.4855590,-0.1926680,44.960,0.60160,0.020540,-5.230,-0.03740,0.022540,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE E-RAY,621RYV3223,0,6.200,RGMXV06.2093,Car,495,8,1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,5.17,21.3,1,Not eqipped,RGMX10081646,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0185930,0.1053230,277.1310000,0.0026680,,0.0077450,0.0001580,32.2,MPG,,,,,-2.4384900,-1.8474400,-0.1712480,44.960,0.60160,0.020540,-5.230,-0.03740,0.022540,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE E-RAY,621RYV3223,0,6.200,RGMXV06.2093,Car,495,8,1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,5.17,21.3,1,Not eqipped,RGMX10081647,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0241120,0.2351880,383.9010000,0.0076970,,0.0135170,,23.2,MPG,16.1000000,26.6000000,,,-6.3598300,-3.2180100,-0.8188490,44.960,0.60160,0.020540,-5.230,-0.03740,0.022540,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE E-RAY,621RYV3223,0,6.200,RGMXV06.2093,Car,495,8,1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,5.17,21.3,1,Not eqipped,RGMX10081648,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0076780,0.0216260,545.8590000,0.0083170,,0.0060780,,16.3,MPG,,,,,-1.5245300,-1.1724000,-0.6425850,44.960,0.60160,0.020540,-5.230,-0.03740,0.022540,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE E-RAY,621RYV3223,0,6.200,RGMXV06.2093,Car,495,8,1,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,5.17,21.3,1,Not eqipped,RGMX10081649,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.2060960,1.2868000,540.1560000,0.0154590,,0.0339070,,16.5,MPG,13.7000000,16.0000000,20.9000000,,-3.5610800,-2.1712600,-0.8389880,49.460,0.66180,0.022590,-21.220,-0.15450,0.026440,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYE2173,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10075957,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0670090,0.5553380,623.0530000,0.0196150,,0.0118390,0.0009190,14.3,MPG,14.9000000,12.8000000,17.6000000,,-1.3648500,-0.7951960,-0.0776870,36.810,0.72800,0.017610,7.130,0.13630,0.020780,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYE2173,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10075958,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0046790,0.0121330,350.9500000,0.0042790,,0.0042870,,25.4,MPG,,,,,-0.1937850,-0.2407590,-0.2698710,36.810,0.72800,0.017610,7.130,0.13630,0.020780,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYE2173,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10075959,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0312060,0.2806830,443.8450000,0.0188750,,0.0197480,,20.1,MPG,14.1000000,22.8000000,,,-6.0680200,-3.3991500,-1.3666400,36.810,0.72800,0.017610,7.130,0.13630,0.020780,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYE2173,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10075960,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0128470,0.1868300,670.5140000,0.0206360,,0.0090190,,13.3,MPG,,,,,0.3470080,-0.1528220,-0.1403050,36.810,0.72800,0.017610,7.130,0.13630,0.020780,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYE2173,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10075961,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.1624190,1.0660500,679.9600000,0.0210930,,0.0286870,,13.0,MPG,12.1000000,12.0000000,16.4000000,,-0.1424720,-0.1486210,0.0402370,40.490,0.80080,0.019370,10.960,-0.37740,0.027210,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10075922,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0539130,0.4862650,645.6690000,0.0192140,,0.0071900,0.0003570,13.8,MPG,14.1000000,12.5000000,16.7000000,,-1.2820600,-0.6713880,-0.1018950,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10075923,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0016140,0.0144730,380.2680000,0.0027700,,0.0013020,,23.5,MPG,,,,,0.0351180,0.2743590,-0.0480670,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10075924,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0132000,0.1796240,485.4410000,0.0126800,,0.0074780,,18.4,MPG,13.6000000,20.4000000,,,-4.0682600,-2.4489800,-0.8128520,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10075925,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0056000,0.1241100,685.8140000,0.0192090,,0.0034560,,13.0,MPG,,,,,0.5418580,0.0766500,-0.5053090,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10075926,MFR,No,,,,,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.1731290,1.1665100,697.3080000,0.0155520,,0.0269980,,12.7,MPG,11.7000000,11.8000000,15.9000000,,-0.6273600,-0.3046060,0.1775010,44.970,0.87480,0.025000,7.860,-0.44750,0.034170,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083600,MFR,Yes,PGMX10075922,18.6,4000,22.9,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0539130,0.4862650,644.0000000,0.0192140,,0.0071900,0.0003570,13.8,MPG,14.1000000,12.5000000,16.6000000,,-1.2820600,-0.6713880,-0.1018950,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083601,MFR,Yes,PGMX10075923,18.6,4000,22.9,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0016140,0.0144730,381.4000000,0.0027700,,0.0013020,,23.3,MPG,,,,,0.0351180,0.2743590,-0.0480670,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083602,MFR,Yes,PGMX10075924,18.6,4000,22.9,90,US06,61,Tier 2 Cert Gasoline,US06,0.0132000,0.1796240,485.6000000,0.0126800,,0.0074780,,18.3,MPG,13.6000000,20.2000000,,,-4.0682600,-2.4489800,-0.8128520,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083603,MFR,Yes,PGMX10075925,18.6,4000,22.9,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0056000,0.1241100,683.6000000,0.0192090,,0.0034560,,13.0,MPG,,,,,0.5418580,0.0766500,-0.5053090,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083604,MFR,Yes,PGMX10075926,18.6,4000,22.9,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.1731290,1.1665100,699.8000000,0.0155520,,0.0269980,,12.7,MPG,11.7000000,11.8000000,15.8000000,,-0.6273600,-0.3046060,0.1775010,44.970,0.87480,0.025000,7.860,-0.44750,0.034170,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083605,MFR,Yes,PGMX10075922,18.8,4000,22.9,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0539130,0.4862650,648.7000000,0.0192140,,0.0071900,0.0003570,13.7,MPG,14.0000000,12.4000000,16.6000000,,-1.2820600,-0.6713880,-0.1018950,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083606,MFR,Yes,PGMX10075923,18.8,4000,22.9,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0016140,0.0144730,383.1000000,0.0027700,,0.0013020,,23.2,MPG,,,,,0.0351180,0.2743590,-0.0480670,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083607,MFR,Yes,PGMX10075924,18.8,4000,22.9,90,US06,61,Tier 2 Cert Gasoline,US06,0.0132000,0.1796240,488.3000000,0.0126800,,0.0074780,,18.2,MPG,13.5000000,20.1000000,,,-4.0682600,-2.4489800,-0.8128520,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083608,MFR,Yes,PGMX10075925,18.8,4000,22.9,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0056000,0.1241100,688.9000000,0.0192090,,0.0034560,,12.9,MPG,,,,,0.5418580,0.0766500,-0.5053090,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083609,MFR,Yes,PGMX10075926,18.8,4000,22.9,11,Cold CO,27,Cold CO Premium (Tier 2),FTP,0.1731290,1.1665100,705.3000000,0.0155520,,0.0269980,,12.6,MPG,11.6000000,11.7000000,15.8000000,,-0.6273600,-0.3046060,0.1775010,44.970,0.87480,0.025000,7.860,-0.44750,0.034170,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083610,MFR,Yes,PGMX10075922,18.0,4250,22.9,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0539130,0.4862650,663.2000000,0.0192140,,0.0071900,0.0003570,13.4,MPG,13.7000000,12.1000000,16.2000000,,-1.2820600,-0.6713880,-0.1018950,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083611,MFR,Yes,PGMX10075923,18.0,4250,22.9,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0016140,0.0144730,383.1000000,0.0027700,,0.0013020,,23.2,MPG,,,,,0.0351180,0.2743590,-0.0480670,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
2024,GM,GMX,CHEVROLET,CORVETTE Z06,551PYV2012,0,5.500,PGMXV06.2094,Car,670,8,3,SA,Semi-Automatic,8,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,5.56,22.9,1,Not eqipped,PGMX10083612,MFR,Yes,PGMX10075924,18.0,4250,22.9,90,US06,61,Tier 2 Cert Gasoline,US06,0.0132000,0.1796240,488.3000000,0.0126800,,0.0074780,,18.1,MPG,13.2000000,20.1000000,,,-4.0682600,-2.4489800,-0.8128520,40.880,0.79530,0.022730,11.890,0.10630,0.026680,TWC,Three-way catalyst,N,,,N,No averaging
